Gene,59yo tumor periphery astro,59yo tumor core astro,64yo tumor core astro,65yo tumor core astro,21yo Hippocampus astro,22yo Hippocampus astro,53yo A Hippocampus astro,53yo B Hippocampus astro,Fetal ctx 1 astro,Fetal ctx 2 astro,Fetal ctx 3 astro,Fetal ctx 4 astro,Fetal ctx 5 astro,Fetal ctx 6 astro,8yo ctx astro,13yo ctx astro,16yo ctx astro,21yo ctx astro,22yo ctx astro,35yo ctx astro,47yo ctx astro,51yo ctx astro,53yo ctx astro,60yo ctx astro,63yo ctx 1 astro,63yo ctx 2 astro,25yo ctx neuron,22yo ctx oligo,63yo ctx A oligo,63yo ctx B oligo ,47yo ctx oligo,63yo ctx 3 oligo,45yo ctx myeloid,51yo ctx myeloid,63 yo ctx myeloid,47 yo ctx endo,13yo ctx endo,45yo whole cortex,63yo whole cortex,25yo whole cortex,53yo whole cortex,Mouse 1 month astro,Mouse 4 month astro,Mouse 7 month astro,Mouse 9 month astro
Add1,0.6437635406996124,10.3,6.1,5.0,2.0509258570682114,9.8,2.147727610277467,10.0,1.6819386177962752,11.3,10.0,2.4395111865903525,1.5857300073366354,1.781860430805315,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,5.5,5.8,6.6,1.550993577635022,7.5,4.7,2.0,3.8,4.8,0.8259673065388305,0.8889696071165151,4.3,1.5,3.6,2.6,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Add3,0.6437635406996124,11.8,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,7.9,6.6,8.9,11.7,3.0,8.9,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,1.5,1.9,2.9,0.8259673065388305,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Adh5,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,8.6,4.5,1.9876584389589567,7.6,2.4395111865903525,6.6,1.781860430805315,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,10.1,6.2,6.5,1.550993577635022,8.5,0.9340251477050561,4.7,6.3,6.6,0.8259673065388305,2.4,3.7,3.5,4.3,0.8080763473055375,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Adhfe1,1.5,0.8,0.6,3.2,6.4,1.7215099396916171,5.3,3.4,1.3,7.3,1.3,0.1,2.4,6.3,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,8.1,1.3528010784901854,1.1,1.9,1.9,1.2,2.4,1.7,0.9,0.6,1.1,1.2,0.4,1.0,0.9,1.6,1.7,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Adi1,0.6437635406996124,9.2,7.9,5.5,11.1,1.7215099396916171,2.147727610277467,7.4,1.5,0.1,2.8,2.8,2.7,0.1,1.8469811179937137,1.7001045322182031,8.5,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,9.3,1.3145833333334283,6.1,1.550993577635022,9.7,0.9340251477050561,3.8,1.1622564258095514,6.7,0.8259673065388305,2.6,2.5,0.9,4.4,1.0,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Adipor1,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,1.6819386177962752,1.6,1.877623820754549,4.3,1.5857300073366354,3.7,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,6.1,1.4406696764484623,5.8,8.3,1.3145833333334283,1.1340430351077464,1.550993577635022,7.9,4.6,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,2.8,0.9,3.4,1.4,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Adk,4.3,7.9,5.7,1.879100059206438,7.5,6.3,3.3,4.6,2.4,1.9876584389589567,7.3,10.0,2.4,6.4,3.5,8.1,8.7,8.2,9.5,8.0,6.3,9.6,6.8,4.8,1.4406696764484623,1.3528010784901854,11.3,4.2,3.6,5.1,6.1,4.1,0.783307668617348,4.2,6.0,0.8259673065388305,2.1,3.6,2.2,3.5,2.5,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Adnp,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,11.6,6.4,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,1.5857300073366354,1.781860430805315,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,6.7,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,5.6,0.783307668617348,1.1622564258095514,1.3535963052696085,1.7,4.2,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,9.9,8.5,11.8,10.0
Adora2b,3.4,2.8,0.8,1.3,5.8,5.5,0.5,1.5,2.6,1.8,1.1,2.5,2.4,2.1,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,3.9,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,1.4,0.1,0.5,0.1,0.2,0.2,0.3,0.2,0.2,0.7,1.1,1.1,0.2,0.8,1.0,5.1,3.7,7.8,4.3
Adprh,0.1,1.1,1.5,1.9,0.5,0.3,3.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.2,0.5,0.1,0.1,0.1,0.3,0.1,0.2,0.1,0.3,1.8,0.5,0.5,0.5,0.4,0.783307668617348,1.1622564258095514,1.3535963052696085,1.4,1.4,0.2,0.2,0.2,0.2,9.7,7.0,10.7,7.1
Adrbk2,0.8,0.4,0.4,0.4,1.6,0.9,0.9,0.9,1.0,0.7,0.8,0.9,0.5,0.8,1.6,1.6,1.7,2.7,1.0,2.8,2.0,1.8,2.5,2.0,2.2,2.3,2.1275615745216383,1.1,0.8,0.4,1.3,0.6,4.2,3.8,3.8,2.1,1.8,4.3,2.9,4.4,4.2,6.9,3.6,11.3,4.5
Aes,4.1,4.2,1.7,1.8,2.1,2.1,3.1,2.1,1.6819386177962752,4.2,8.6,5.6,2.7,4.8,6.4,2.5,2.3,1.2,3.5,3.1,2.0,2.1,1.7,1.4,1.8,2.7,4.9,0.8,1.6,3.9,2.8,2.1,0.1,0.5,1.0,4.6,3.9,4.4,1.1,4.7,2.1,6.5,1.7654007805462468,2.587130770372084,11.4
Aff4,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,1.5857300073366354,1.781860430805315,10.2,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,4.6,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,10.7,8.0,10.9,9.2
Afg3l2,0.5,5.6,2.1,4.3,2.6,2.6,4.1,3.2,1.5,2.1,4.4,4.1,0.1,5.9,4.0,4.6,5.3,4.7,4.4,5.0,2.7,3.4,3.8,2.4,4.2,3.1,5.5,3.6,2.0,3.3,2.3,2.1,1.9,2.2,3.0,1.6,1.9,0.9,0.4,1.2,0.6,6.0,4.5,6.9,5.2
Aga,3.6,3.8,3.1,5.8,4.0,1.8,5.0,4.8,1.2,1.6,0.8,0.1,0.1,0.1,5.4,3.3,2.8,3.1,1.9,2.6,1.5,2.9,2.6,2.9,2.8,2.9,1.9,2.6,5.2,5.3,1.0,2.2,0.9,1.8,1.6,0.3,0.8,0.8,1.2,1.4,1.1,7.8,4.8,9.1,6.2
Aggf1,1.7,7.2,7.2,1.879100059206438,3.8,2.3,3.6,4.4,1.6,5.7,3.3,9.6,1.9,2.5,4.2,4.2,7.2,6.7,3.5,6.0,3.9,5.3,5.1,3.8,3.9,4.5,6.2,1.7,3.4,4.5,4.3,3.6,2.2,1.8,2.2,2.0,1.3,4.7,0.6450249886416404,4.5,0.8080763473055375,9.0,6.6,8.5,9.0
Agl,1.8,1.7,2.0,3.2,4.7,6.3,2.6,3.3,2.3,4.0,1.3,0.6,1.1,2.6,7.2,7.6,7.1,1.6495669702851168,4.9,11.1,3.9,10.0,8.1,5.4,4.7,5.5,4.2,1.1,1.2,2.2,1.8,1.4,1.8,1.6,1.4,0.3,0.6,1.7,2.0,2.7,2.2,9.3,6.5,11.2,8.2
Agmo,0.1,4.6,2.9,6.8,0.9,1.0,1.0,1.3,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.6,0.5,0.8,0.3,0.1,0.1,0.1,0.1,0.1,0.3,0.9,2.0,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.097972619136345,9.2,11.5,11.6
Agpat1,0.6,2.4,0.6,1.4,0.9,0.5,1.5,0.9,1.0,1.0,1.3,1.3,0.1,0.1,3.1,1.1,0.9,1.2,1.4,1.0,0.5,0.6,1.4,0.4,0.7,1.0,1.8,0.4,0.9,0.5,0.5,0.2,0.1,0.4,0.4,0.8,0.7,0.4,0.1,0.3,0.1,7.0,9.0,11.6,7.9
Agpat3,1.7,2.6,1.1,2.1,3.7,3.7,2.9,1.9,1.4,3.0,1.4,1.3,0.1,1.1,6.3,5.2,4.4,5.7,5.8,5.5,4.0,4.3,3.8,3.7,4.4,3.8,2.9,1.6,1.2,1.9,1.9,1.0,0.4,0.8,1.2,1.0,1.0,1.5,0.7,1.6,1.1,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Agpat5,2.9,12.6,8.1,7.3,3.5,5.5,1.7,2.9,1.3,5.2,3.6,5.5,2.3,6.7,3.4,3.9,3.5,6.1,4.0,6.2,4.6,7.6,4.8,4.8,5.1,4.2,4.8,2.1,2.4,3.5,3.3,3.0,1.0,1.5,1.4,0.8,0.4,1.0,1.5,1.4,1.5,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Agt,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,8.6,4.7,0.1,1.0,5.2,1.7,0.1,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,3.4,1.8,1.6,1.9,1.6,0.8,0.1,0.1,0.3,1.3,1.5,2.3,0.4,3.3,1.0,2.097972619136345,6.8,12.4,2.044973029667064
Agtpbp1,1.0,2.4,1.1,1.9,2.0509258570682114,1.7215099396916171,10.3,1.7911893945034771,3.2,2.2,2.6,3.0,1.9,3.4,2.5,2.4,3.9,3.4,3.8,3.3,1.2159828352030497,6.3,6.8,3.1,6.9,5.2,11.4,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,2.6,2.9,3.5,4.1,2.3,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,6.5,7.4,5.1,8.1
Agxt2l1,0.6437635406996124,0.9,0.6,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,0.1,0.1,0.2,0.1,0.1,0.1,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,11.0,3.6,1.6,2.0,6.0,3.2,0.6,0.5,0.7,2.8,3.7,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Ahcyl1,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,5.8,1.9876584389589567,1.877623820754549,2.4395111865903525,8.1,7.2,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Ahcyl2,0.6437635406996124,9.7,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,8.0,8.2,0.9,7.9,5.2,5.3,3.4,1.781860430805315,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,5.1,1.3145833333334283,4.3,7.3,6.7,4.3,1.6,1.9,2.2,0.8259673065388305,0.8889696071165151,0.9728225326992993,3.4,1.036262924667785,0.8080763473055375,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Ahsa1,2.8,9.4,6.1,3.6,2.0509258570682114,6.7,2.147727610277467,1.7911893945034771,1.6819386177962752,5.2,9.8,2.4395111865903525,0.1,5.9,1.8469811179937137,1.7001045322182031,1.73622212243662,5.5,1.695895045485194,8.6,6.3,7.5,8.1,2.5,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,9.9,0.9340251477050561,0.783307668617348,1.1622564258095514,7.6,2.4,3.3,2.5,1.1,3.0,0.2,6.6,7.3,11.0,8.5
Aifm1,1.1,5.5,3.1,3.3,3.5,1.7215099396916171,3.8,4.8,1.8,1.5,2.8,3.5,0.1,3.0,4.2,9.6,1.73622212243662,4.9,7.6,8.0,5.7,7.4,5.0,4.5,5.5,5.2,4.6,3.4,3.5,3.7,5.4,2.0,1.8,4.1,3.5,0.2,0.7,2.6,0.2,1.9,0.6,7.9,4.4,7.3,6.5
Aifm3,3.8,0.1,0.1,0.1,2.7,0.3,0.4,0.7,0.1,0.1,0.1,0.1,0.1,0.1,1.8469811179937137,6.4,6.6,6.0,3.2,9.1,0.9,0.9,5.1,0.6,0.8,0.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.9,0.1,0.7,0.9,9.6,5.1,11.6,8.6
Aimp1,0.1,9.8,5.5,1.879100059206438,2.0509258570682114,5.6,4.1,7.0,3.8,8.7,5.5,3.6,7.0,3.1,4.0,6.9,1.73622212243662,6.3,4.2,5.9,3.5,8.2,9.1,3.5,3.3,4.8,6.2,0.9,1.1340430351077464,1.550993577635022,8.2,0.9340251477050561,0.783307668617348,4.0,5.2,2.2,2.1,3.9,0.6450249886416404,4.4,0.8080763473055375,9.8,8.6,7.6,2.044973029667064
Ak2,2.3,2.1934467642466693,9.4,9.7,7.8,6.7,10.9,6.0,5.2,4.3,5.2,10.9,4.4,1.781860430805315,6.4,6.6,1.73622212243662,8.5,1.695895045485194,10.1,4.3,7.5,7.4,6.1,7.2,6.6,4.3,1.3145833333334283,1.1340430351077464,8.1,6.4,4.6,4.0,7.1,8.3,2.4,2.0,3.2,2.4,2.9,2.2,9.3,7.4,10.8,7.6
Ak3,0.6437635406996124,6.5,6.1,8.1,9.5,1.7215099396916171,4.5,4.8,1.7,4.8,2.7,9.5,3.2,3.7,1.8469811179937137,1.7001045322182031,9.3,1.6495669702851168,1.695895045485194,1.973571108789488,7.2,1.6531882857787248,1.5743666392645725,1.2906137992832731,8.5,1.3528010784901854,5.4,2.6,4.1,4.5,2.9,3.1,1.3,1.3,1.6,3.3,1.7,1.7,2.3,3.3,2.5,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Ak4,0.6437635406996124,2.1934467642466693,7.2,1.879100059206438,2.0509258570682114,1.7215099396916171,2.5,4.1,2.2,7.8,3.5,4.0,4.5,4.3,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,7.3,0.7,0.4,1.1,2.6,1.4,0.2,0.2,0.3,0.4,1.9,4.7,2.9,1.036262924667785,0.8080763473055375,9.2,5.6,9.5,6.7
Akap11,0.6437635406996124,8.3,7.6,1.879100059206438,2.0509258570682114,1.7215099396916171,10.4,1.7911893945034771,6.2,1.9876584389589567,9.4,6.8,5.4,8.8,8.5,1.7001045322182031,1.73622212243662,1.6495669702851168,9.4,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,8.2,1.3528010784901854,2.1275615745216383,7.2,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,2.5,4.1,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,8.9,6.0,9.4,9.4
Akap7,0.5,0.8,1.4,1.4,3.9,1.1,1.8,2.0,0.8,2.7,1.1,3.7,0.1,1.6,3.6,4.1,4.1,3.5,2.8,5.4,2.6,4.5,3.9,2.8,2.8,2.3,6.1,1.7,1.0,1.2,4.1,1.0,1.4,0.6,0.6,1.3,0.5,0.7,1.1,1.1,1.3,8.7,6.7,10.3,8.0
Akap8,0.5,4.2,4.4,3.3,3.2,1.4,3.0,2.9,6.0,6.5,5.3,7.5,6.0,2.1,1.7,3.8,2.0,1.6,1.7,2.3,1.4,2.4,2.4,2.3,1.6,1.7,3.0,1.5,1.7,2.3,1.7,1.5,3.7,3.4,4.4,0.7,1.9,1.2,0.3,1.2,0.4,7.3,2.9,12.7,5.0
Akap9,4.1,2.2,2.4,7.6,6.0,6.5,3.5,6.8,9.0,2.8,1.877623820754549,7.5,8.9,3.5,4.2,9.4,8.7,7.0,2.4,7.4,2.6,7.0,1.5743666392645725,6.0,2.5,4.1,10.3,2.0,3.9,5.7,5.1,4.9,0.783307668617348,2.9,4.5,1.3,1.9,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,7.5,2.3,7.9,5.7
Akirin1,1.9,2.1934467642466693,1.6881747688635937,9.4,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,9.1,2.4395111865903525,1.5857300073366354,1.781860430805315,8.2,8.2,1.73622212243662,9.1,9.4,8.1,1.2159828352030497,9.8,6.8,6.0,7.7,6.8,9.8,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,3.3,3.4,2.3,2.3,1.7,1.9,2.097972619136345,1.7654007805462468,11.2,10.5
Akirin2,1.7,8.1,6.5,4.1,5.3,8.0,6.8,3.8,1.6819386177962752,5.4,8.2,9.6,7.0,1.781860430805315,4.4,3.4,3.9,2.6,7.3,3.9,6.9,5.0,3.6,4.3,6.7,5.4,2.1275615745216383,4.2,4.3,7.2,7.0,2.8,0.783307668617348,1.1622564258095514,1.3535963052696085,3.9,2.6,2.4,3.5,2.8,3.1,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Akr1b10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Akt2,0.3,2.2,2.6,1.5,1.8,1.7,3.3,1.7,7.9,7.9,4.5,6.7,8.7,2.1,5.1,1.9,3.2,2.1,1.9,3.0,0.8,0.8,2.0,0.8,0.8,0.8,0.5,0.6,0.5,0.7,1.5,0.6,0.2,0.5,0.6,0.8,0.5,0.7,0.1,0.5,0.6,9.3,1.7654007805462468,2.587130770372084,10.0
Akt3,0.6437635406996124,8.4,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,1.6819386177962752,1.9876584389589567,1.877623820754549,2.4395111865903525,1.5857300073366354,1.781860430805315,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Aktip,1.7,4.3,4.7,5.2,9.7,4.8,4.0,6.0,1.5,0.1,4.2,0.1,0.1,0.1,3.8,9.8,6.0,9.1,7.9,9.4,6.5,1.6531882857787248,8.6,5.9,7.4,7.2,9.7,5.5,1.1340430351077464,6.9,5.5,0.9340251477050561,0.1,0.1,1.9,1.3,3.9,4.2,2.3,3.1,4.6,2.097972619136345,1.7654007805462468,13.0,2.044973029667064
Alcam,0.6437635406996124,3.6,2.6,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,2.4,1.3,3.5,12.1,1.7,2.3,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,1.1340430351077464,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,6.6,0.8,2.5,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Aldh1a1,1.3,1.4,1.5,2.2,2.0509258570682114,1.7215099396916171,5.7,3.5,0.1,0.1,0.1,0.1,0.1,1.6,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,4.8,2.3,0.9,0.5,3.0,1.5,1.2,1.3,3.2,0.8259673065388305,3.8,3.0,1.0,5.6,0.7,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Aldh1l1,2.1,2.7,1.5,3.6,3.8,5.7,1.8,1.3,0.1,0.1,0.3,0.1,0.1,0.1,1.8469811179937137,1.7001045322182031,1.73622212243662,5.8,1.695895045485194,1.973571108789488,1.2159828352030497,4.3,8.3,3.8,8.4,4.5,0.5,0.3,0.1,0.2,1.0,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.7,0.1,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Aldh2,0.6437635406996124,7.1,1.6881747688635937,4.5,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,1.6819386177962752,5.4,7.3,2.4395111865903525,2.4,8.3,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,2.1275615745216383,1.3145833333334283,6.2,1.550993577635022,1.7907147628589037,0.9340251477050561,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,0.8889696071165151,0.9728225326992993,0.6450249886416404,1.036262924667785,0.8080763473055375,4.7,6.7,9.8,6.5
Aldh3a2,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,7.7,9.7,1.7911893945034771,5.1,11.5,7.7,2.4395111865903525,4.6,7.1,9.7,8.1,1.73622212243662,1.6495669702851168,1.695895045485194,10.5,1.2159828352030497,1.6531882857787248,1.5743666392645725,6.4,1.4406696764484623,1.3528010784901854,8.1,1.3145833333334283,1.1340430351077464,1.550993577635022,7.4,0.9340251477050561,2.8,4.1,4.2,2.4,2.5,4.6,3.7,4.2,4.4,8.3,7.6,7.5,7.5
Aldh5a1,1.9,2.7,3.0,1.3,5.0,7.1,3.9,2.4,1.4,0.1,1.5,3.4,0.8,2.2,7.3,5.2,6.0,1.6495669702851168,7.3,8.3,6.8,9.7,6.7,5.1,6.7,5.8,6.3,1.4,0.5,0.9,3.0,1.0,0.5,0.7,0.6,1.1,0.5,2.2,1.7,2.8,2.6,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Aldh6a1,0.6437635406996124,7.2,6.2,5.8,2.0509258570682114,1.7215099396916171,2.147727610277467,9.2,3.4,3.1,4.2,9.6,0.1,1.8,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,5.2,1.3145833333334283,1.1340430351077464,1.550993577635022,9.6,0.9340251477050561,3.4,1.7,2.6,1.4,3.3,3.6,1.1,4.4,3.7,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Aldh7a1,2.8,12.4,1.6881747688635937,7.4,2.0509258570682114,1.7215099396916171,6.6,4.5,1.5,4.8,4.2,7.6,1.8,5.5,1.8469811179937137,1.7001045322182031,8.8,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,3.8,3.0,3.3,5.8,4.5,4.0,0.6,1.3,1.8,0.4,0.7,2.2,1.3,3.3,2.4,2.097972619136345,1.7654007805462468,2.587130770372084,2.044973029667064
Aldh9a1,0.6437635406996124,2.1934467642466693,1.6881747688635937,1.879100059206438,2.0509258570682114,1.7215099396916171,2.147727610277467,1.7911893945034771,4.8,1.3,6.0,12.6,5.3,4.6,1.8469811179937137,1.7001045322182031,1.73622212243662,1.6495669702851168,1.695895045485194,1.973571108789488,1.2159828352030497,1.6531882857787248,1.5743666392645725,1.2906137992832731,1.4406696764484623,1.3528010784901854,7.5,1.3145833333334283,6.6,1.550993577635022,1.7907147628589037,5.6,0.783307668617348,1.1622564258095514,1.3535963052696085,0.8259673065388305,3.7,0.9728225326992993,3.1,1.036262924667785,0.8080763473055375,2.097972619136345,9.6,2.587130770372084,2.044973029667064
